Niskin #,Cast #,Date,Time,Latitude [N],Longitude [W],CTD_Pressure [db],CTD_Depth [m],Sigma_theta [kg/m3],Salinity [psu],Temperature [C],PAR [units?],Oxygen [umol/L]
9.0,57.0,Apr 01 2018,453.625,15.76672,104.9999,50.006,49.706,22.4854,34.2014,25.8353,123.29,205.915
10.0,57.0,Apr 01 2018,484.583,15.76674,104.9999,49.581,49.283,22.4655,34.2,25.8963,124.26,206.428
11.0,57.0,Apr 01 2018,505.833,15.76674,104.9999,50.003,49.703,22.5644,34.2005,25.5771,125.04,205.337
12.0,57.0,Apr 01 2018,539.042,15.76674,104.99992,50.075,49.775,22.5771,34.199,25.532,121.69,205.788
1.0,58.0,Apr 02 2018,797.417,15.76666,105.00014,805.917,799.623,27.2448,34.5429,5.6422,0.01882,-0.969
2.0,58.0,Apr 02 2018,298.875,15.76664,105.00016,605.58,601.14,27.0627,34.5513,7.0771,0.019641,-0.892
3.0,58.0,Apr 02 2018,719.042,15.76664,105.00014,404.665,401.892,26.7924,34.6232,9.235,0.021044,-1.052
4.0,58.0,Apr 02 2018,176.5,15.76666,105.00016,202.993,201.7,26.3926,34.7787,12.1551,0.023098,-0.971
5.0,58.0,Apr 02 2018,511.083,15.76666,105.00016,151.066,150.123,26.1616,34.7802,13.323,0.026217,-0.975
6.0,58.0,Apr 02 2018,904.25,15.76665,105.00016,131.355,130.541,26.038,34.756,13.8297,0.038942,-0.91
7.0,58.0,Apr 02 2018,905.875,15.76664,105.00016,131.069,130.257,26.038,34.7559,13.8297,0.039345,-1.006
8.0,58.0,Apr 02 2018,907.417,15.76664,105.00016,130.811,130.0,26.0381,34.756,13.8296,0.039486,-0.961
9.0,58.0,Apr 02 2018,85.708,15.76662,105.00016,100.838,100.22,25.4833,34.654,16.0076,0.18741,5.055
10.0,58.0,Apr 02 2018,417.708,15.76664,105.00016,81.144,80.651,24.7839,34.2424,17.6361,0.99137,101.956
11.0,58.0,Apr 02 2018,574.375,15.76664,105.00016,60.962,60.594,22.877,34.2803,24.7496,7.6321,208.747
12.0,58.0,Apr 02 2018,761.083,15.76664,105.00016,46.251,45.974,22.5376,34.359,26.0495,17.734,207.529
1.0,59.0,Apr 02 2018,254.667,15.76666,105.00014,908.257,900.944,27.3176,34.5418,5.0268,0.019439,2.745
2.0,59.0,Apr 02 2018,304.833,15.76664,105.00016,908.418,901.103,27.3179,34.542,5.0253,0.019353,1.995
3.0,59.0,Apr 02 2018,351.167,15.76666,105.00014,908.245,900.931,27.3179,34.5419,5.0253,0.019065,1.955
4.0,59.0,Apr 02 2018,198.667,15.76664,105.00014,253.823,252.176,26.4943,34.7432,11.4755,0.022382,-1.399
5.0,59.0,Apr 02 2018,511.292,15.76664,105.00016,122.488,121.731,26.0649,34.763,13.7251,0.35912,-0.911
6.0,59.0,Apr 02 2018,520.583,15.76664,105.00016,122.227,121.472,26.0666,34.7638,13.7199,0.36404,-0.917
7.0,59.0,Apr 02 2018,534.583,15.76664,105.00015,121.914,121.161,26.0688,34.7639,13.71,0.37266,-0.965
8.0,59.0,Apr 02 2018,755.542,15.76664,105.00016,80.161,79.674,25.04,34.314,16.7913,8.2728,70.505
9.0,59.0,Apr 02 2018,795.875,15.76664,105.00016,80.498,80.009,25.0346,34.3067,16.7904,5.0788,71.904
10.0,59.0,Apr 02 2018,980.792,15.76666,105.00016,30.348,30.167,21.8473,33.9876,27.3454,320.32,199.572
11.0,59.0,Apr 02 2018,23.75,15.76666,105.00016,30.482,30.301,21.8469,33.9884,27.3485,324.32,199.491
12.0,59.0,Apr 02 2018,94.208,15.76666,105.00016,30.543,30.361,21.8476,33.9883,27.3462,330.31,199.848
1.0,60.0,Apr 02 2018,19.083,15.76666,105.00016,251.357,249.726,26.5117,34.737,11.3547,0.0238,-0.84
2.0,60.0,Apr 02 2018,36.375,15.76666,105.00016,251.224,249.594,26.5078,34.7379,11.3799,0.023844,-0.818
3.0,60.0,Apr 02 2018,65.208,15.76666,105.00015,250.886,249.259,26.5075,34.7384,11.3835,0.023756,-0.783
4.0,60.0,Apr 02 2018,92.792,15.76666,105.00016,250.989,249.361,26.5063,34.7388,11.3915,0.023742,-0.769
1.0,61.0,Apr 02 2018,729.25,15.76664,105.00014,304.759,302.743,26.5737,34.7159,10.9297,0.025257,-0.5
2.0,61.0,Apr 02 2018,952.208,15.76666,105.00014,281.486,279.64,26.5242,34.7331,11.274,0.02383,-0.84
3.0,61.0,Apr 02 2018,222.792,15.76666,105.00014,221.128,219.71,26.41,34.7773,12.0612,0.02452,-0.822
4.0,61.0,Apr 02 2018,432.458,15.76666,105.00014,180.51,179.37,26.3077,34.7904,12.6359,0.035914,-0.911
5.0,61.0,Apr 02 2018,669.333,15.76666,105.00015,129.785,128.981,25.8993,34.7593,14.4987,0.39894,-0.879
6.0,61.0,Apr 02 2018,843.333,15.76668,105.00016,119.888,119.148,25.7142,34.7259,15.2287,0.75895,-0.472
7.0,61.0,Apr 02 2018,19.917,15.76668,105.00016,110.485,109.806,25.575,34.6827,15.7023,1.3392,2.225
8.0,61.0,Apr 02 2018,267.292,15.76664,105.00014,85.242,84.723,24.6821,34.3126,18.2724,7.7405,91.085
9.0,61.0,Apr 02 2018,484.917,15.76666,105.00014,75.029,74.574,24.1416,34.3079,20.3633,20.293,135.336
10.0,61.0,Apr 02 2018,710.25,15.76668,105.00014,60.403,60.039,23.5158,34.2748,22.5491,83.58,161.35
11.0,61.0,Apr 02 2018,918.208,15.76666,105.00014,55.684,55.349,22.9696,34.3451,24.6033,118.56,204.5
12.0,61.0,Apr 02 2018,149.0,15.76666,105.00016,2.3,2.287,21.6311,33.8952,27.794,356.96,199.739
1.0,62.0,Jan 01 2000,288.042,15.76664,105.00014,2533.095,2503.097,27.7276,34.6652,1.8686,1e-12,117.98
2.0,62.0,Jan 01 2000,969.542,15.76666,105.00014,2024.625,2003.024,27.6745,34.642,2.2721,1e-12,91.397
3.0,62.0,Jan 01 2000,673.958,15.76666,105.00012,1517.768,1503.368,27.5546,34.5975,3.2115,1e-12,49.577
4.0,62.0,Jan 01 2000,129.292,15.76666,105.00014,1265.087,1253.835,27.4798,34.575,3.7851,1e-12,33.063
5.0,62.0,Jan 01 2000,573.667,15.76667,105.00014,1012.376,1003.974,27.3569,34.5478,4.7289,1e-12,12.741
6.0,62.0,Jan 01 2000,812.333,15.76666,105.00012,910.936,903.595,27.3069,34.541,5.1151,1e-12,7.584
7.0,62.0,Jan 01 2000,52.333,15.76666,105.00014,810.029,803.695,27.2472,34.5417,5.6152,1e-12,4.77
8.0,62.0,Jan 01 2000,429.917,15.76666,105.00016,608.982,604.511,27.0588,34.5507,7.1026,1e-12,4.461
9.0,62.0,Jan 01 2000,671.917,15.76664,105.00012,558.117,554.087,26.9986,34.5622,7.5879,1e-12,4.0
10.0,62.0,Jan 01 2000,849.667,15.76665,105.00014,507.689,504.085,26.9313,34.5736,8.1031,1e-12,3.897
11.0,62.0,Jan 01 2000,26.375,15.76668,105.00016,457.614,454.42,26.8859,34.5857,8.4608,1e-12,3.845
12.0,62.0,Jan 01 2000,246.208,15.76666,105.00012,407.069,404.277,26.8118,34.6146,9.0731,1e-12,3.763
1.0,62.2,Jan 01 2000,63.083,15.76666,105.00014,356.685,354.281,26.7123,34.6525,9.8543,1e-12,3.588
2.0,62.2,Jan 01 2000,271.125,15.7667,105.00018,306.442,304.414,26.6177,34.694,10.5865,1e-12,3.547
3.0,62.2,Jan 01 2000,462.958,15.76666,105.00012,255.764,254.103,26.525,34.7342,11.2712,1e-12,3.466
4.0,62.2,Jan 01 2000,647.125,15.76666,105.0001,205.558,204.247,26.4019,34.7661,12.0558,1e-12,3.453
5.0,62.2,Jan 01 2000,869.375,15.76662,105.00012,155.096,154.126,26.2366,34.7984,13.0219,1e-12,3.414
6.0,62.2,Jan 01 2000,44.333,15.76662,105.00016,104.744,104.101,25.7363,34.7304,15.1419,1e-12,3.679
7.0,62.2,Jan 01 2000,179.0,15.76662,105.00012,94.883,94.303,25.535,34.6698,15.8326,1e-12,7.645
8.0,62.2,Jan 01 2000,311.667,15.76662,105.00012,84.318,83.805,25.2429,34.5265,16.6222,1e-12,26.184
9.0,62.2,Jan 01 2000,477.083,15.76664,105.00016,74.67,74.217,24.113,34.3062,20.4662,1e-12,141.537
10.0,62.2,Jan 01 2000,622.542,15.76666,105.00014,60.904,60.537,22.6946,34.4155,25.6837,1e-12,217.945
11.0,62.2,Jan 01 2000,790.708,15.76662,105.00006,51.244,50.937,22.108,34.1132,26.8287,1e-12,214.669
12.0,62.2,Jan 01 2000,964.125,15.76664,105.00006,30.668,30.485,21.7336,33.898,27.4897,1e-12,210.226
1.0,63.0,Apr 03 2018,749.542,15.7666,105.00016,161.097,160.087,26.1349,34.7711,13.4205,1e-12,2.632
2.0,63.0,Apr 03 2018,785.583,15.76658,105.00016,160.644,159.637,26.1258,34.7678,13.4529,1e-12,2.547
3.0,63.0,Apr 03 2018,798.292,15.76658,105.00016,160.852,159.844,26.1303,34.7693,13.4366,1e-12,2.531
4.0,63.0,Apr 03 2018,812.083,15.7666,105.00016,160.829,159.821,26.1299,34.7689,13.4369,1e-12,2.536
5.0,63.0,Apr 03 2018,827.375,15.76658,105.00018,161.271,160.26,26.1383,34.7737,13.4141,1e-12,2.539
6.0,63.0,Apr 03 2018,843.625,15.76658,105.00018,161.708,160.694,26.1475,34.7788,13.3886,1e-12,2.554
7.0,63.0,Apr 03 2018,864.25,15.76658,105.00018,161.054,160.045,26.1608,34.7832,13.3396,1e-12,2.545
8.0,63.0,Apr 03 2018,880.292,15.76656,105.00018,161.299,160.288,26.1721,34.7875,13.3004,1e-12,2.543
9.0,63.0,Apr 03 2018,126.833,15.76659,105.00016,71.041,70.611,24.0971,34.3028,20.5151,1e-12,138.84
10.0,63.0,Apr 03 2018,147.333,15.7666,105.00016,70.454,70.028,24.0845,34.3072,20.5748,1e-12,138.628
11.0,63.0,Apr 03 2018,162.917,15.7666,105.00016,70.464,70.038,24.0552,34.3053,20.679,1e-12,137.92
12.0,63.0,Apr 03 2018,186.625,15.7666,105.00016,70.718,70.29,23.9758,34.3108,20.9895,1e-12,138.147
13.0,63.0,Apr 03 2018,204.833,15.7666,105.00016,71.24,70.809,23.9948,34.3098,20.9162,1e-12,139.298
14.0,63.0,Apr 03 2018,216.25,15.76662,105.00016,70.905,70.476,23.9759,34.3101,20.9872,1e-12,138.717
15.0,63.0,Apr 03 2018,234.0,15.7666,105.00016,71.088,70.658,24.0046,34.3159,20.8973,1e-12,139.248
16.0,63.0,Apr 03 2018,253.083,15.76662,105.00016,70.475,70.048,23.9702,34.312,21.0133,1e-12,138.092
17.0,63.0,Apr 03 2018,475.0,15.76658,105.00016,12.587,12.513,21.5571,33.8129,27.834,1e-12,207.31
18.0,63.0,Apr 03 2018,502.167,15.76656,105.00016,12.65,12.575,21.5585,33.814,27.8323,1e-12,207.184
19.0,63.0,Apr 03 2018,535.833,15.76656,105.00014,12.361,12.288,21.5576,33.8141,27.8352,1e-12,206.828
20.0,63.0,Apr 03 2018,567.625,15.76656,105.00014,12.798,12.723,21.5566,33.8144,27.839,1e-12,207.403
21.0,63.0,Apr 03 2018,624.0,15.76654,105.00016,12.625,12.551,21.5583,33.8145,27.8341,1e-12,206.654
22.0,63.0,Apr 03 2018,647.208,15.76656,105.00016,12.476,12.402,21.5581,33.8141,27.8335,1e-12,207.266
23.0,63.0,Apr 03 2018,688.042,15.76656,105.00018,12.299,12.226,21.5591,33.8143,27.8311,1e-12,207.536
24.0,63.0,Apr 03 2018,704.458,15.76656,105.00018,12.532,12.458,21.5617,33.814,27.8222,1e-12,207.335
1.0,64.0,Apr 03 2018,751.875,15.76656,105.00012,254.148,252.498,26.5187,34.7324,11.2972,1e-12,2.069
2.0,64.0,Apr 03 2018,768.292,15.76656,105.00012,253.617,251.971,26.5217,34.7307,11.2739,1e-12,2.043
3.0,64.0,Apr 03 2018,782.792,15.76656,105.00012,253.998,252.349,26.5281,34.7314,11.2418,1e-12,2.06
4.0,64.0,Apr 03 2018,798.667,15.76656,105.00014,253.669,252.023,26.5287,34.731,11.2368,1e-12,2.053
5.0,64.0,Apr 03 2018,812.792,15.76656,105.00014,253.319,251.675,26.5281,34.7304,11.2375,1e-12,2.028
6.0,64.0,Apr 03 2018,827.958,15.76656,105.00014,252.994,251.353,26.5266,34.7311,11.2485,1e-12,1.961
7.0,64.0,Apr 03 2018,842.958,15.76656,105.00014,253.536,251.891,26.5281,34.7306,11.2387,1e-12,1.957
8.0,64.0,Apr 03 2018,290.458,15.76662,105.00016,12.569,12.494,21.5577,33.8131,27.8325,1e-12,206.518
9.0,64.0,Apr 03 2018,305.708,15.76662,105.00016,12.473,12.399,21.5584,33.8132,27.8306,1e-12,205.887
10.0,64.0,Apr 03 2018,320.875,15.76661,105.00016,12.556,12.481,21.5585,33.8133,27.8307,1e-12,206.177
11.0,64.0,Apr 03 2018,335.792,15.7666,105.00014,12.583,12.509,21.5591,33.8133,27.8288,1e-12,206.978
12.0,64.0,Apr 03 2018,350.875,15.7666,105.00014,12.62,12.545,21.5582,33.8132,27.8314,1e-12,206.727
13.0,64.0,Apr 03 2018,365.792,15.7666,105.00014,12.557,12.483,21.5583,33.8133,27.8312,1e-12,207.538
14.0,64.0,Apr 03 2018,380.75,15.7666,105.00014,12.683,12.608,21.5586,33.8137,27.8312,1e-12,207.425
15.0,64.0,Apr 03 2018,395.708,15.76658,105.00014,12.629,12.554,21.5588,33.8137,27.8306,1e-12,206.815
16.0,64.0,Apr 03 2018,413.75,15.76658,105.00014,12.394,12.32,21.559,33.814,27.8306,1e-12,207.37
17.0,64.0,Apr 03 2018,426.042,15.76658,105.00014,12.473,12.399,21.5592,33.814,27.8302,1e-12,207.286
18.0,64.0,Apr 03 2018,442.333,15.76658,105.00012,12.245,12.173,21.5591,33.814,27.8303,1e-12,207.648
19.0,64.0,Apr 03 2018,457.708,15.76659,105.00012,12.458,12.384,21.5583,33.8141,27.8329,1e-12,207.819
20.0,64.0,Apr 03 2018,470.208,15.76658,105.00012,12.34,12.267,21.5588,33.8142,27.8318,1e-12,207.139
21.0,64.0,Apr 03 2018,485.833,15.76658,105.00012,12.545,12.471,21.5585,33.8142,27.8328,1e-12,207.321
22.0,64.0,Apr 03 2018,506.708,15.76658,105.00012,12.487,12.413,21.5582,33.8142,27.8336,1e-12,206.664
23.0,64.0,Apr 03 2018,518.917,15.76658,105.00012,12.34,12.267,21.5579,33.8141,27.834,1e-12,206.616
24.0,64.0,Apr 03 2018,531.958,15.76658,105.00012,12.281,12.208,21.5584,33.8142,27.8328,1e-12,207.597
1.0,65.0,Jan 01 2000,795.667,15.76656,105.00012,112.637,111.943,25.9436,34.7547,14.2716,1e-12,2.378
2.0,65.0,Jan 01 2000,817.75,15.76656,105.00012,112.697,112.003,25.9449,34.755,14.2665,1e-12,2.341
3.0,65.0,Jan 01 2000,838.208,15.76658,105.00012,113.074,112.379,25.9531,34.7562,14.2322,1e-12,2.337
4.0,65.0,Jan 01 2000,849.042,15.76658,105.00012,112.989,112.294,25.9492,34.7553,14.2478,1e-12,2.344
5.0,65.0,Jan 01 2000,136.708,15.7666,105.00014,12.502,12.428,21.559,33.8088,27.8189,1e-12,207.363
6.0,65.0,Jan 01 2000,152.583,15.76658,105.00013,12.582,12.508,21.5586,33.8086,27.8193,1e-12,206.624
7.0,65.0,Jan 01 2000,167.417,15.76658,105.00014,12.754,12.679,21.5588,33.8088,27.8191,1e-12,207.269
8.0,65.0,Jan 01 2000,182.583,15.76659,105.00014,12.755,12.68,21.557,33.8086,27.8242,1e-12,207.218
9.0,65.0,Jan 01 2000,197.292,15.7666,105.00014,12.404,12.331,21.5563,33.8086,27.8265,1e-12,207.563
10.0,65.0,Jan 01 2000,212.667,15.76658,105.00014,12.749,12.674,21.5576,33.8089,27.8232,1e-12,207.076
11.0,65.0,Jan 01 2000,227.708,15.76658,105.00014,12.772,12.697,21.5574,33.8092,27.8246,1e-12,207.543
12.0,65.0,Jan 01 2000,242.458,15.76658,105.00012,12.742,12.667,21.5575,33.8093,27.8245,1e-12,207.639
13.0,65.0,Jan 01 2000,257.458,15.76658,105.00014,12.926,12.849,21.5573,33.8094,27.8251,1e-12,207.425
14.0,65.0,Jan 01 2000,272.458,15.7666,105.00014,12.74,12.665,21.5576,33.8093,27.8239,1e-12,207.123
15.0,65.0,Jan 01 2000,287.458,15.76659,105.00012,12.753,12.678,21.5573,33.8093,27.8253,1e-12,207.827
16.0,65.0,Jan 01 2000,302.583,15.7666,105.00014,12.662,12.587,21.5541,33.8106,27.838,1e-12,207.575
17.0,65.0,Jan 01 2000,317.458,15.7666,105.00012,12.589,12.515,21.5543,33.8107,27.8374,1e-12,207.037
18.0,65.0,Jan 01 2000,332.542,15.7666,105.00012,12.512,12.438,21.5553,33.8103,27.8335,1e-12,206.317
19.0,65.0,Jan 01 2000,347.458,15.7666,105.00012,12.717,12.642,21.5565,33.81,27.8291,1e-12,206.738
20.0,65.0,Jan 01 2000,362.708,15.7666,105.00014,12.654,12.579,21.5565,33.8096,27.8283,1e-12,207.711
21.0,65.0,Jan 01 2000,379.583,15.7666,105.00014,12.727,12.652,21.5553,33.8104,27.8336,1e-12,207.244
22.0,65.0,Jan 01 2000,398.542,15.7666,105.00012,12.621,12.547,21.5551,33.8104,27.8344,1e-12,206.762
23.0,65.0,Jan 01 2000,417.5,15.7666,105.00014,12.93,12.854,21.5558,33.8104,27.8325,1e-12,207.029
24.0,65.0,Jan 01 2000,432.667,15.7666,105.00014,12.89,12.814,21.5555,33.8103,27.8332,1e-12,206.255
1.0,66.0,Apr 03 2018,983.167,16.33,104.19354,1516.93,1502.498,27.5674,34.6019,3.1098,1e-12,54.899
2.0,66.0,Apr 03 2018,440.833,16.32998,104.1935,1264.866,1253.581,27.4825,34.5754,3.7612,1e-12,32.274
3.0,66.0,Apr 03 2018,914.75,16.32996,104.1935,1009.59,1001.191,27.3687,34.5511,4.6447,1e-12,11.915
4.0,66.0,Apr 03 2018,317.583,16.32996,104.19352,807.031,800.704,27.2385,34.5393,5.671,1e-12,5.605
5.0,66.0,Apr 03 2018,723.417,16.32998,104.19352,605.656,601.198,27.0866,34.5466,6.8754,1e-12,5.684
6.0,66.0,Apr 03 2018,113.292,16.32998,104.19352,403.661,400.885,26.7891,34.612,9.2014,1e-12,5.351
7.0,66.0,Apr 03 2018,439.667,16.33002,104.19354,303.916,301.899,26.6278,34.6778,10.4566,1e-12,5.186
8.0,66.0,Apr 03 2018,676.167,16.32996,104.1935,253.144,251.494,26.5371,34.7199,11.1432,1e-12,5.059
9.0,66.0,Apr 03 2018,918.625,16.32998,104.19352,202.543,201.248,26.4628,34.7362,11.6095,1e-12,4.957
10.0,66.0,Apr 03 2018,144.833,16.33,104.19352,152.638,151.68,26.3529,34.7671,12.3078,1e-12,4.856
11.0,66.0,Apr 03 2018,348.625,16.33,104.19352,142.329,141.439,26.2816,34.7834,12.7357,1e-12,4.558
12.0,66.0,Apr 03 2018,517.375,16.32998,104.1935,122.121,121.364,26.2156,34.7854,13.0714,1e-12,3.684
13.0,66.0,Apr 03 2018,730.542,16.33,104.19352,111.875,111.184,26.1026,34.7657,13.551,1e-12,3.211
14.0,66.0,Apr 03 2018,928.958,16.32998,104.1935,102.043,101.415,25.9996,34.7454,13.9706,1e-12,2.578
15.0,66.0,Apr 03 2018,113.75,16.33,104.1935,91.756,91.194,25.8245,34.7199,14.6989,1e-12,2.137
16.0,66.0,Apr 03 2018,318.292,16.32998,104.1935,81.563,81.065,25.6576,34.685,15.3363,1e-12,1.93
17.0,66.0,Apr 03 2018,520.042,16.33,104.1935,76.946,76.477,25.5163,34.6689,15.9093,1e-12,3.651
18.0,66.0,Apr 03 2018,697.5,16.33,104.1935,71.735,71.299,25.2981,34.6245,16.7058,1e-12,9.15
19.0,66.0,Apr 04 2018,906.583,16.32998,104.1935,67.126,66.719,25.1612,34.6063,17.2246,1e-12,13.441
20.0,66.0,Apr 04 2018,113.958,16.33002,104.1935,62.153,61.777,24.788,34.5389,18.5384,1e-12,34.177
21.0,66.0,Apr 04 2018,298.167,16.33,104.19348,56.51,56.168,24.389,34.3259,19.4672,1e-12,125.514
22.0,66.0,Apr 04 2018,509.417,16.33,104.19346,52.108,51.794,24.2983,34.2868,19.7014,1e-12,154.749
23.0,66.0,Apr 04 2018,705.417,16.32994,104.19354,31.987,31.796,23.0814,34.5827,24.8235,1e-12,219.264
24.0,66.0,Apr 04 2018,833.958,16.32997,104.19354,2.374,2.36,22.2228,34.4564,27.268,1e-12,211.72
1.0,67.0,Apr 04 2018,994.667,16.85826,103.4462,1521.379,1506.85,27.5708,34.6034,3.0855,1e-12,54.163
2.0,67.0,Apr 04 2018,606.292,16.85822,103.44624,1263.151,1251.854,27.4973,34.5795,3.6426,1e-12,32.061
3.0,67.0,Apr 04 2018,186.417,16.8582,103.44622,1010.129,1001.697,27.3871,34.5534,4.4931,1e-12,11.283
4.0,67.0,Apr 04 2018,626.625,16.85824,103.44624,813.127,806.72,27.2695,34.5403,5.4202,1e-12,3.299
5.0,67.0,Apr 04 2018,6.0,16.85826,103.44622,612.207,607.675,27.0763,34.5497,6.9693,1e-12,2.523
6.0,67.0,Apr 04 2018,449.875,16.85824,103.44622,410.527,407.686,26.7998,34.6172,9.161,1e-12,1.886
7.0,67.0,Apr 04 2018,775.333,16.85826,103.44622,309.375,307.308,26.6426,34.6806,10.3847,1e-12,2.395
8.0,67.0,Apr 04 2018,34.708,16.85826,103.44622,258.839,257.142,26.5648,34.7099,10.9478,1e-12,1.715
9.0,67.0,Apr 04 2018,309.458,16.85828,103.44622,208.389,207.048,26.4681,34.7506,11.6417,1e-12,1.665
10.0,67.0,Apr 04 2018,576.375,16.85825,103.44622,158.144,157.146,26.3507,34.7885,12.4052,1e-12,1.627
11.0,67.0,Apr 04 2018,800.042,16.85822,103.44622,148.534,147.599,26.3254,34.7974,12.5694,1e-12,1.622
12.0,67.0,Apr 04 2018,19.792,16.85826,103.44622,128.19,127.389,26.2402,34.7961,12.991,1e-12,1.653
13.0,67.0,Apr 04 2018,217.708,16.85824,103.4462,118.0,117.266,26.1516,34.7842,13.3825,1e-12,1.638
14.0,67.0,Apr 04 2018,433.792,16.85824,103.44622,107.833,107.165,26.0671,34.7713,13.7434,1e-12,1.725
15.0,67.0,Apr 04 2018,615.375,16.85824,103.44622,98.168,97.562,25.9756,34.7606,14.1401,1e-12,1.706
16.0,67.0,Apr 04 2018,791.0,16.85824,103.44623,87.672,87.133,25.7907,34.7241,14.8693,1e-12,1.862
17.0,67.0,Apr 04 2018,11.292,16.85826,103.4462,82.622,82.115,25.6081,34.6903,15.5767,1e-12,2.357
18.0,67.0,Apr 04 2018,233.833,16.85826,103.4462,78.085,77.607,25.2742,34.6282,16.821,1e-12,5.754
19.0,67.0,Apr 04 2018,457.208,16.85828,103.44622,72.718,72.274,25.0068,34.5542,17.7009,1e-12,24.831
20.0,67.0,Apr 04 2018,665.708,16.85822,103.4462,67.261,66.85,24.9237,34.5225,17.9411,1e-12,35.016
21.0,67.0,Apr 04 2018,837.208,16.85822,103.44622,62.571,62.19,24.7893,34.4795,18.3509,1e-12,51.043
22.0,67.0,Apr 04 2018,957.292,16.85824,103.44622,58.078,57.725,24.4496,34.3176,19.2067,1e-12,116.554
23.0,67.0,Apr 04 2018,101.125,16.85822,103.44624,37.65,37.423,23.6644,34.3695,22.2727,1e-12,171.105
24.0,67.0,Apr 04 2018,285.542,16.85822,103.44624,5.762,5.728,22.2092,34.3444,27.048,1e-12,208.629
1.0,68.0,Jan 01 2000,866.25,17.33197,102.80886,1516.683,1502.178,27.5709,34.6033,3.0832,1e-12,54.192
2.0,68.0,Jan 01 2000,342.75,17.33188,102.80882,1262.076,1250.761,27.4881,34.5768,3.7152,1e-12,30.768
3.0,68.0,Jan 01 2000,763.958,17.33192,102.80884,1008.358,999.921,27.3718,34.5524,4.6257,1e-12,9.756
4.0,68.0,Jan 01 2000,122.333,17.33186,102.80884,806.728,800.363,27.249,34.5436,5.6122,1e-12,3.449
5.0,68.0,Jan 01 2000,510.333,17.3319,102.8088,605.447,600.96,27.0776,34.5488,6.9538,1e-12,2.85
6.0,68.0,Jan 01 2000,910.5,17.33194,102.80886,404.728,401.923,26.7844,34.6241,9.2892,1e-12,2.386
7.0,68.0,Jan 01 2000,138.875,17.3319,102.8088,303.591,301.56,26.6019,34.6988,10.6968,1e-12,2.374
8.0,68.0,Jan 01 2000,307.292,17.3319,102.80883,253.202,251.538,26.5365,34.7277,11.1799,1e-12,2.35
9.0,68.0,Jan 01 2000,464.75,17.33196,102.8089,202.397,201.092,26.4574,34.7551,11.7166,1e-12,2.28
10.0,68.0,Jan 01 2000,638.833,17.33194,102.80882,152.089,151.127,26.3162,34.7951,12.6074,1e-12,2.229
11.0,68.0,Jan 01 2000,801.958,17.3319,102.80874,142.152,141.256,26.2804,34.7968,12.7941,1e-12,2.172
12.0,68.0,Jan 01 2000,278.958,17.33196,102.80886,121.673,120.913,26.142,34.7886,13.4467,1e-12,2.161
13.0,68.0,Jan 01 2000,413.0,17.33194,102.80882,112.064,111.366,26.093,34.7805,13.653,1e-12,2.274
14.0,68.0,Jan 01 2000,590.375,17.33192,102.80882,102.084,101.451,26.0015,34.7851,14.1077,1e-12,2.262
15.0,68.0,Jan 01 2000,751.0,17.33192,102.80884,92.293,91.723,25.9184,34.7871,14.504,1e-12,2.233
16.0,68.0,Jan 01 2000,900.75,17.3319,102.80886,81.937,81.433,25.7108,34.7498,15.3218,1e-12,2.367
17.0,68.0,Jan 01 2000,47.083,17.33186,102.8088,76.96,76.487,25.6708,34.7453,15.4849,1e-12,2.446
18.0,68.0,Jan 01 2000,178.917,17.33188,102.80882,71.778,71.338,25.6412,34.7403,15.599,1e-12,2.382
19.0,68.0,Jan 01 2000,297.0,17.33192,102.80884,66.759,66.351,25.4268,34.7024,16.4098,1e-12,2.551
20.0,68.0,Jan 01 2000,469.083,17.33192,102.80884,62.228,61.847,25.0212,34.5682,17.6839,1e-12,25.415
21.0,68.0,Jan 01 2000,645.75,17.33194,102.80888,56.819,56.473,24.6804,34.39,18.5123,1e-12,92.362
22.0,68.0,Jan 01 2000,824.125,17.33193,102.80888,51.673,51.359,24.1393,34.3715,20.5497,1e-12,158.713
23.0,68.0,Jan 01 2000,983.833,17.33188,102.8088,31.454,31.265,23.0618,34.538,24.7762,1e-12,218.198
24.0,68.0,Jan 01 2000,124.625,17.33186,102.80874,2.719,2.703,22.3637,34.3939,26.6779,1e-12,212.236
1.0,69.0,Apr 04 2018,367.25,17.68334,102.3501,960.883,952.933,27.3287,34.5559,5.032,1e-12,9.636
2.0,69.0,Apr 04 2018,583.833,17.68334,102.35,908.062,900.663,27.3021,34.5541,5.2452,1e-12,6.291
3.0,69.0,Apr 04 2018,963.542,17.68332,102.35007,705.704,700.293,27.1586,34.5578,6.4104,1e-12,2.1
4.0,69.0,Apr 04 2018,347.625,17.6834,102.35004,504.807,501.178,26.9304,34.593,8.211,1e-12,1.863
5.0,69.0,Apr 04 2018,592.375,17.6833,102.35004,454.778,451.563,26.8697,34.6132,8.7048,1e-12,1.898
6.0,69.0,Apr 04 2018,920.708,17.68332,102.35007,303.449,301.413,26.5895,34.7216,10.8663,1e-12,1.909
7.0,69.0,Apr 04 2018,168.542,17.68334,102.35004,202.669,201.358,26.4068,34.792,12.1351,1e-12,1.794
8.0,69.0,Apr 04 2018,343.792,17.68326,102.35004,162.165,161.132,26.3334,34.8119,12.5874,1e-12,1.789
9.0,69.0,Apr 04 2018,649.833,17.68336,102.35004,142.212,141.313,26.3008,34.8137,12.7576,1e-12,1.819
